,dataset_name,model_name,mean_test_accuracy,exp_params,tot_experiment,x_type,edge_type
936,Cora,GNN,0.158,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
937,Cora,GNN,0.262,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
938,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
939,Cora,GNN,0.162,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
940,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
941,Cora,GNN,0.138,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
942,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
943,Cora,GNN,0.116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
944,Cora,GNN,0.246,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
945,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
946,Cora,GNN,0.17,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
947,Cora,GNN,0.136,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
948,Cora,GNN,0.292,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
949,Cora,GNN,0.49,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
950,Cora,GNN,0.39,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
951,Cora,GNN,0.288,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
952,Cora,GNN,0.186,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
953,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
954,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
955,Cora,GNN,0.078,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
956,Cora,GNN,0.13,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
957,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
958,Cora,GNN,0.164,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
959,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
960,Cora,GNN,0.56,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
961,Cora,GNN,0.462,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
962,Cora,GNN,0.51,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
963,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
964,Cora,GNN,0.11,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
965,Cora,GNN,0.244,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
966,Cora,GNN,0.122,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
967,Cora,GNN,0.126,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
968,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
969,Cora,GNN,0.176,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
970,Cora,GNN,0.168,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
971,Cora,GNN,0.124,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
972,Cora,GNN,0.398,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
973,Cora,GNN,0.346,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
974,Cora,GNN,0.178,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
975,Cora,GNN,0.528,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
976,Cora,GNN,0.186,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
977,Cora,GNN,0.148,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
978,Cora,GNN,0.116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
979,Cora,GNN,0.088,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
980,Cora,GNN,0.184,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
981,Cora,GNN,0.144,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
982,Cora,GNN,0.11,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
983,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
984,Cora,GNN,0.604,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
985,Cora,GNN,0.372,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
986,Cora,GNN,0.592,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
987,Cora,GNN,0.43,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
988,Cora,GNN,0.136,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
989,Cora,GNN,0.114,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
990,Cora,GNN,0.106,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
991,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
992,Cora,GNN,0.134,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
993,Cora,GNN,0.118,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
994,Cora,GNN,0.16,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
995,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
996,Cora,GNN,0.73,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
997,Cora,GNN,0.712,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
998,Cora,GNN,0.676,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
999,Cora,GNN,0.694,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1000,Cora,GNN,0.148,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1001,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1002,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1003,Cora,GNN,0.164,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1004,Cora,GNN,0.138,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1005,Cora,GNN,0.15,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1006,Cora,GNN,0.118,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1007,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1008,Cora,GNN,0.138,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1009,Cora,GNN,0.266,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1010,Cora,GNN,0.232,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1011,Cora,GNN,0.196,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1012,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1013,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1014,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1015,Cora,GNN,0.144,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1016,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1017,Cora,GNN,0.096,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1018,Cora,GNN,0.124,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1019,Cora,GNN,0.214,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1020,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1021,Cora,GNN,0.444,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1022,Cora,GNN,0.212,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1023,Cora,GNN,0.506,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1024,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1025,Cora,GNN,0.116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1026,Cora,GNN,0.144,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1027,Cora,GNN,0.1,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1028,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1029,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1030,Cora,GNN,0.182,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1031,Cora,GNN,0.136,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1032,Cora,GNN,0.532,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1033,Cora,GNN,0.498,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1034,Cora,GNN,0.526,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1035,Cora,GNN,0.446,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1036,Cora,GNN,0.17,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1037,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1038,Cora,GNN,0.088,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1039,Cora,GNN,0.198,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1040,Cora,GNN,0.134,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1041,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1042,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1043,Cora,GNN,0.17,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1044,Cora,GNN,0.692,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1045,Cora,GNN,0.374,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1046,Cora,GNN,0.662,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1047,Cora,GNN,0.496,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1048,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
