,dataset_name,model_name,mean_test_accuracy,exp_params,tot_experiment,x_type,edge_type
1763,Cora,GNN,0.118,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1764,Cora,GNN,0.294,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1765,Cora,GNN,0.456,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1766,Cora,GNN,0.398,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1767,Cora,GNN,0.206,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1768,Cora,GNN,0.14,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1769,Cora,GNN,0.086,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1770,Cora,GNN,0.11,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1771,Cora,GNN,0.088,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1772,Cora,GNN,0.118,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1773,Cora,GNN,0.156,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1774,Cora,GNN,0.182,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1775,Cora,GNN,0.15,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1776,Cora,GNN,0.632,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1777,Cora,GNN,0.448,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1778,Cora,GNN,0.562,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1779,Cora,GNN,0.4,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1780,Cora,GNN,0.11,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1781,Cora,GNN,0.106,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1782,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1783,Cora,GNN,0.126,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1784,Cora,GNN,0.13,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1785,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1786,Cora,GNN,0.144,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1787,Cora,GNN,0.138,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1788,Cora,GNN,0.722,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1789,Cora,GNN,0.716,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1790,Cora,GNN,0.726,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1791,Cora,GNN,0.662,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1792,Cora,GNN,0.202,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1793,Cora,GNN,0.106,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1794,Cora,GNN,0.11,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1795,Cora,GNN,0.11,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1796,Cora,GNN,0.152,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1797,Cora,GNN,0.13,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1798,Cora,GNN,0.148,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1799,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1800,Cora,GNN,0.4,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1801,Cora,GNN,0.346,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1802,Cora,GNN,0.328,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1803,Cora,GNN,0.294,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1804,Cora,GNN,0.126,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1805,Cora,GNN,0.104,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1806,Cora,GNN,0.124,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1807,Cora,GNN,0.174,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1808,Cora,GNN,0.088,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1809,Cora,GNN,0.116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1810,Cora,GNN,0.16,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1811,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1812,Cora,GNN,0.446,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1813,Cora,GNN,0.31,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1814,Cora,GNN,0.108,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1815,Cora,GNN,0.182,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1816,Cora,GNN,0.106,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1817,Cora,GNN,0.09,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1818,Cora,GNN,0.094,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1819,Cora,GNN,0.112,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1820,Cora,GNN,0.122,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1821,Cora,GNN,0.098,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1822,Cora,GNN,0.114,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1823,Cora,GNN,0.136,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1824,Cora,GNN,0.464,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1825,Cora,GNN,0.62,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1826,Cora,GNN,0.404,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1827,Cora,GNN,0.35,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1828,Cora,GNN,0.124,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1829,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1830,Cora,GNN,0.136,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1831,Cora,GNN,0.09,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1832,Cora,GNN,0.132,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1833,Cora,GNN,0.094,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1834,Cora,GNN,0.092,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1835,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1836,Cora,GNN,0.702,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1837,Cora,GNN,0.47,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1838,Cora,GNN,0.312,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1839,Cora,GNN,0.198,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1840,Cora,GNN,0.152,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1841,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1842,Cora,GNN,0.102,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1843,Cora,GNN,0.098,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1844,Cora,GNN,0.134,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1845,Cora,GNN,0.116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1846,Cora,GNN,0.12,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1847,Cora,GNN,0.168,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1848,Cora,GNN,0.696,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1849,Cora,GNN,0.368,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1850,Cora,GNN,0.59,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1851,Cora,GNN,0.414,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1852,Cora,GNN,0.108,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1853,Cora,GNN,0.114,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1854,Cora,GNN,0.128,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1855,Cora,GNN,0.08,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1856,Cora,GNN,0.154,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1857,Cora,GNN,0.126,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1858,Cora,GNN,0.098,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1859,Cora,GNN,0.154,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1860,Cora,GNN,0.77,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1861,Cora,GNN,0.708,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1862,Cora,GNN,0.736,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1863,Cora,GNN,0.612,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'add', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1864,Cora,GNN,0.148,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1865,Cora,GNN,0.096,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1866,Cora,GNN,0.13,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1867,Cora,GNN,0.108,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'mean', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1868,Cora,GNN,0.178,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1869,Cora,GNN,0.136,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1870,Cora,GNN,0.17,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1871,Cora,GNN,0.146,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'aggr': 'max', 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
1872,Cora,GNN,0.164,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 20}",1,x,edge_index
1873,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 20}",1,x,edge_index
1874,Cora,GNN,0.272,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 20}",1,x,edge_index
1875,Cora,GNN,0.196,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'aggr': 'add', 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 20}",1,x,edge_index
