,dataset_name,model_name,mean_test_accuracy,exp_params,tot_experiment,x_type
253,Cora,GNN,0.1746,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
254,Cora,GNN,0.2598000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
255,Cora,GNN,0.1762,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
256,Cora,GNN,0.22519999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
257,Cora,GNN,0.25360000000000005,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
258,Cora,GNN,0.1986,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
259,Cora,GNN,0.2144,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
260,Cora,GNN,0.36719999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
261,Cora,GNN,0.43200000000000005,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
262,Cora,GNN,0.4284,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
263,Cora,GNN,0.4878,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
264,Cora,GNN,0.14040000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
265,Cora,GNN,0.13140000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
266,Cora,GNN,0.1434,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
267,Cora,GNN,0.2092,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
268,Cora,GNN,0.157,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
269,Cora,GNN,0.15460000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
270,Cora,GNN,0.1708,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
271,Cora,GNN,0.11960000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
272,Cora,GNN,0.19440000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
273,Cora,GNN,0.1592,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
274,Cora,GNN,0.1936,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
275,Cora,GNN,0.1504,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
276,Cora,GNN,0.1254,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
277,Cora,GNN,0.1728,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
278,Cora,GNN,0.1646,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
279,Cora,GNN,0.18539999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
280,Cora,GNN,0.18919999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
281,Cora,GNN,0.23200000000000004,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
282,Cora,GNN,0.23879999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
283,Cora,GNN,0.24400000000000005,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
284,Cora,GNN,0.388,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
285,Cora,GNN,0.45100000000000007,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
286,Cora,GNN,0.42539999999999994,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
287,Cora,GNN,0.4572,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 2, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
288,Cora,GNN,0.1584,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
289,Cora,GNN,0.1626,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
290,Cora,GNN,0.1476,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
291,Cora,GNN,0.16440000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
292,Cora,GNN,0.127,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
293,Cora,GNN,0.1902,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
294,Cora,GNN,0.1738,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
295,Cora,GNN,0.1754,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
296,Cora,GNN,0.1254,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
297,Cora,GNN,0.124,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
298,Cora,GNN,0.15180000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
299,Cora,GNN,0.11839999999999999,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
300,Cora,GNN,0.184,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
301,Cora,GNN,0.1432,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
302,Cora,GNN,0.13660000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
303,Cora,GNN,0.13280000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
304,Cora,GNN,0.2056,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
305,Cora,GNN,0.1282,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
306,Cora,GNN,0.16099999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
307,Cora,GNN,0.1044,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
308,Cora,GNN,0.23479999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
309,Cora,GNN,0.23880000000000004,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
310,Cora,GNN,0.223,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
311,Cora,GNN,0.1772,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
312,Cora,GNN,0.1642,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
313,Cora,GNN,0.1596,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
314,Cora,GNN,0.0932,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
315,Cora,GNN,0.1658,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
316,Cora,GNN,0.18560000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
317,Cora,GNN,0.15219999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
318,Cora,GNN,0.1252,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
319,Cora,GNN,0.1588,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
320,Cora,GNN,0.1276,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
321,Cora,GNN,0.1096,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
322,Cora,GNN,0.1814,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
323,Cora,GNN,0.16519999999999996,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
324,Cora,GNN,0.21399999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
325,Cora,GNN,0.1458,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
326,Cora,GNN,0.164,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
327,Cora,GNN,0.1484,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
328,Cora,GNN,0.1446,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
329,Cora,GNN,0.16499999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
330,Cora,GNN,0.18639999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
331,Cora,GNN,0.1922,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
332,Cora,GNN,0.21960000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
333,Cora,GNN,0.2304,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
334,Cora,GNN,0.259,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
335,Cora,GNN,0.21339999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
336,Cora,GNN,0.13979999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
337,Cora,GNN,0.15919999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
338,Cora,GNN,0.132,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
339,Cora,GNN,0.15219999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
340,Cora,GNN,0.1912,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
341,Cora,GNN,0.1912,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
342,Cora,GNN,0.1514,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
343,Cora,GNN,0.12979999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
344,Cora,GNN,0.1714,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
345,Cora,GNN,0.1466,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
346,Cora,GNN,0.1216,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
347,Cora,GNN,0.1496,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
348,Cora,GNN,0.15860000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
349,Cora,GNN,0.1762,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
350,Cora,GNN,0.1684,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
351,Cora,GNN,0.14840000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
352,Cora,GNN,0.13399999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
353,Cora,GNN,0.13140000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
354,Cora,GNN,0.1554,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
355,Cora,GNN,0.15219999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
356,Cora,GNN,0.24359999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
357,Cora,GNN,0.2516,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
358,Cora,GNN,0.2244,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
359,Cora,GNN,0.254,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
360,Cora,GNN,0.1542,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
361,Cora,GNN,0.1256,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
362,Cora,GNN,0.1432,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
363,Cora,GNN,0.15760000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
364,Cora,GNN,0.11620000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
365,Cora,GNN,0.11400000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
366,Cora,GNN,0.1364,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
367,Cora,GNN,0.1732,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
368,Cora,GNN,0.11480000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
369,Cora,GNN,0.15799999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
370,Cora,GNN,0.15020000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
371,Cora,GNN,0.1544,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
372,Cora,GNN,0.1496,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
373,Cora,GNN,0.18020000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
374,Cora,GNN,0.14920000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
375,Cora,GNN,0.1636,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
376,Cora,GNN,0.12720000000000004,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
377,Cora,GNN,0.189,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
378,Cora,GNN,0.186,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
379,Cora,GNN,0.1576,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 15, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
