,dataset_name,model_name,mean_test_accuracy,exp_params,tot_experiment,x_type
539,Cora,GNN,0.16060000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
540,Cora,GNN,0.1412,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
541,Cora,GNN,0.19519999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
542,Cora,GNN,0.17319999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
543,Cora,GNN,0.1718,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
544,Cora,GNN,0.1512,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
545,Cora,GNN,0.16319999999999996,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
546,Cora,GNN,0.13879999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
547,Cora,GNN,0.1882,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
548,Cora,GNN,0.29300000000000004,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
549,Cora,GNN,0.2922,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
550,Cora,GNN,0.2968,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
551,Cora,GNN,0.315,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
552,Cora,GNN,0.13899999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
553,Cora,GNN,0.169,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
554,Cora,GNN,0.137,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
555,Cora,GNN,0.14040000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
556,Cora,GNN,0.13260000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
557,Cora,GNN,0.1234,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
558,Cora,GNN,0.1126,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
559,Cora,GNN,0.1286,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
560,Cora,GNN,0.1808,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
561,Cora,GNN,0.13040000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
562,Cora,GNN,0.146,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
563,Cora,GNN,0.19660000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
564,Cora,GNN,0.21339999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
565,Cora,GNN,0.2004,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
566,Cora,GNN,0.1648,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
567,Cora,GNN,0.12999999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
568,Cora,GNN,0.1214,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
569,Cora,GNN,0.13520000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
570,Cora,GNN,0.1608,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
571,Cora,GNN,0.16219999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
572,Cora,GNN,0.2974,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
573,Cora,GNN,0.2648,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
574,Cora,GNN,0.2956,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
575,Cora,GNN,0.2986,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 3, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
576,Cora,GNN,0.0926,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
577,Cora,GNN,0.131,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
578,Cora,GNN,0.137,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
579,Cora,GNN,0.1242,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
580,Cora,GNN,0.10600000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
581,Cora,GNN,0.17359999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
582,Cora,GNN,0.14700000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
583,Cora,GNN,0.16059999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
584,Cora,GNN,0.1398,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
585,Cora,GNN,0.1326,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
586,Cora,GNN,0.1916,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
587,Cora,GNN,0.11179999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
588,Cora,GNN,0.11540000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
589,Cora,GNN,0.1752,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
590,Cora,GNN,0.13140000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
591,Cora,GNN,0.1286,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
592,Cora,GNN,0.1162,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
593,Cora,GNN,0.18739999999999996,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
594,Cora,GNN,0.1264,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
595,Cora,GNN,0.1366,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
596,Cora,GNN,0.27599999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
597,Cora,GNN,0.29159999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
598,Cora,GNN,0.31179999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
599,Cora,GNN,0.248,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.1, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
600,Cora,GNN,0.1224,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
601,Cora,GNN,0.14679999999999999,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
602,Cora,GNN,0.11280000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
603,Cora,GNN,0.11579999999999999,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
604,Cora,GNN,0.1234,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
605,Cora,GNN,0.1754,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
606,Cora,GNN,0.11919999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
607,Cora,GNN,0.183,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
608,Cora,GNN,0.12179999999999999,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
609,Cora,GNN,0.1766,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
610,Cora,GNN,0.0998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
611,Cora,GNN,0.1214,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
612,Cora,GNN,0.2022,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
613,Cora,GNN,0.16940000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
614,Cora,GNN,0.13879999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
615,Cora,GNN,0.17500000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
616,Cora,GNN,0.2202,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
617,Cora,GNN,0.20099999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
618,Cora,GNN,0.1844,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
619,Cora,GNN,0.18460000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
620,Cora,GNN,0.298,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
621,Cora,GNN,0.275,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
622,Cora,GNN,0.3082,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
623,Cora,GNN,0.25539999999999996,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.2, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
624,Cora,GNN,0.123,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
625,Cora,GNN,0.15560000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
626,Cora,GNN,0.2044,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
627,Cora,GNN,0.153,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
628,Cora,GNN,0.19,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
629,Cora,GNN,0.13319999999999999,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
630,Cora,GNN,0.1126,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
631,Cora,GNN,0.1534,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
632,Cora,GNN,0.09820000000000001,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
633,Cora,GNN,0.1814,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
634,Cora,GNN,0.183,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
635,Cora,GNN,0.15980000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
636,Cora,GNN,0.10160000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
637,Cora,GNN,0.2116,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
638,Cora,GNN,0.12879999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
639,Cora,GNN,0.2032,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
640,Cora,GNN,0.13799999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
641,Cora,GNN,0.1582,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
642,Cora,GNN,0.158,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.0001, 'epochs': 25}",10,x
643,Cora,GNN,0.17560000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.01, 'weight_decay': 0.001, 'epochs': 25}",10,x
644,Cora,GNN,0.2452,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 1e-06, 'epochs': 25}",10,x
645,Cora,GNN,0.2346,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0005, 'epochs': 25}",10,x
646,Cora,GNN,0.29560000000000003,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.0001, 'epochs': 25}",10,x
647,Cora,GNN,0.2278,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 30, 'num_layers': 4, 'dropout': 0.3, 'lr': 0.05, 'weight_decay': 0.001, 'epochs': 25}",10,x
648,Cora,GNN,0.1286,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
649,Cora,GNN,0.13079999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
650,Cora,GNN,0.17679999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
651,Cora,GNN,0.18539999999999998,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001, 'epochs': 25}",10,x
652,Cora,GNN,0.19240000000000002,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
653,Cora,GNN,0.2324,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
654,Cora,GNN,0.20739999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
655,Cora,GNN,0.12799999999999997,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.0005, 'weight_decay': 0.001, 'epochs': 25}",10,x
656,Cora,GNN,0.1564,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 1e-06, 'epochs': 25}",10,x
657,Cora,GNN,0.192,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0005, 'epochs': 25}",10,x
658,Cora,GNN,0.2258,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'epochs': 25}",10,x
659,Cora,GNN,0.21079999999999996,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.001, 'epochs': 25}",10,x
660,Cora,GNN,0.282,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 1e-06, 'epochs': 25}",10,x
661,Cora,GNN,0.3292,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0005, 'epochs': 25}",10,x
662,Cora,GNN,0.31739999999999996,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.0001, 'epochs': 25}",10,x
663,Cora,GNN,0.2926,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.005, 'weight_decay': 0.001, 'epochs': 25}",10,x
664,Cora,GNN,0.3366,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 1e-06, 'epochs': 25}",10,x
665,Cora,GNN,0.36760000000000004,"{'in_channels': 1433, 'out_channels': 7, 'hidden_channels': 50, 'num_layers': 2, 'dropout': 0.1, 'lr': 0.01, 'weight_decay': 0.0005, 'epochs': 25}",10,x
