,dataset_name,model_name,x_type,edge_type,mean_test_accuracy,test_accuracies,num_epochs,repeat_num,model_params,noise_info,noise_type,strategy,noise_level,bidirectional
24,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0__bidirectional-True,0.774,"0.767,0.775,0.782,0.776,0.77",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0,True
25,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.01__bidirectional-True,0.778,"0.773,0.778,0.774,0.781,0.783",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.01,True
26,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.05__bidirectional-True,0.783,"0.777,0.793,0.789,0.781,0.777",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.05,True
27,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.1__bidirectional-True,0.782,"0.767,0.791,0.781,0.779,0.79",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.1,True
28,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.15__bidirectional-True,0.774,"0.76,0.78,0.787,0.764,0.781",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.15,True
29,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.3__bidirectional-True,0.77,"0.767,0.764,0.772,0.777,0.772",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.3,True
30,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.45__bidirectional-True,0.76,"0.762,0.759,0.763,0.758,0.759",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.45,True
31,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.6__bidirectional-True,0.744,"0.737,0.748,0.735,0.746,0.752",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.6,True
32,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.9__bidirectional-True,0.731,"0.718,0.734,0.732,0.73,0.739",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.9,True
33,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.95__bidirectional-True,0.757,"0.758,0.758,0.763,0.764,0.742",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.95,True
34,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-0.99__bidirectional-True,0.731,"0.721,0.737,0.736,0.735,0.726",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,0.99,True
35,Cora,Graphsage,x,noise_type-edge_removal__strategy-all_edges__noise_level-1__bidirectional-True,0.728,"0.721,0.735,0.73,0.73,0.723",25,5,"{'in_channels': 1433, 'hidden_channels': 42, 'out_channels': 7, 'num_layers': 2, 'dropout': 0.2}","{'noise_type': 'edge_removal', 'strategy': 'all_edges', 'params': {'bidirectional': True, 'noise_level': 1}, 'noise_levels': [0, 0.01, 0.05, 0.1, 0.15, 0.3, 0.45, 0.6, 0.9, 0.95, 0.99, 1], 'noise_param_name': 'edges_to_remove_ratio'}",edge_removal,all_edges,1,True
